brand,product_name,price_with_discount,original_price,discount_percentage,image,link,sub_category,category
FAVINCO,Aceto Balsámico Favinco 500 Ml,$3.950,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/567489-500-auto?v=637141368996030000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/aceto-balsamico-favinco-500-ml/p,aceites-y-vinagres,almacen
MONINI,Aceite De Oliva Monini Extra Virgen 250 Ml,"$6.857,5",$10.550,-35%,https://jumboargentinaio.vtexassets.com/arquivos/ids/501604-500-auto?v=636804534910300000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/aceite-de-oliva-monini-extra-virgen-250-ml/p,aceites-y-vinagres,almacen
CUISINE & CO NBE MP,Vinagre De Vino Cuisine And Co 500 Ml,"$937,5",$1.250,-25%,https://jumboargentinaio.vtexassets.com/arquivos/ids/685541-500-auto?v=637786570073300000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/vinagre-de-vino-cuisine-and-co-500-ml/p,aceites-y-vinagres,almacen
LA TOSCANA,Aceite De Oliva Suave La Toscana 250 Ml,$6.500,$10.000,-35%,https://jumboargentinaio.vtexassets.com/arquivos/ids/788480-500-auto?v=638253789995830000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/aceite-de-oliva-suave-la-toscana-250-ml/p,aceites-y-vinagres,almacen
OLIOVITA,Aceite De Oliva Clásico Oliovita 250 Ml,$6.305,$9.700,-35%,https://jumboargentinaio.vtexassets.com/arquivos/ids/568755-500-auto?v=637151736513100000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/aceite-de-oliva-clasico-oliovita-250-ml/p,aceites-y-vinagres,almacen
COLAVITA,Aceto Balsámico Colavita 250 Ml,$8.800,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/411610-500-auto?v=636442048911000000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/aceto-balsamico-colavita-250-ml/p,aceites-y-vinagres,almacen
CUISINE & CO NBE MP,Aceite De Canola Cuisine And Co 500 Ml,"$6.187,5",$8.250,-25%,https://jumboargentinaio.vtexassets.com/arquivos/ids/602287-500-auto?v=637353912257270000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/aceite-de-canola-cuisine-and-co-500-ml/p,aceites-y-vinagres,almacen
PISI,Aceite De Oliva Extra Virgen Pisi Bot 250 Cc.,"$5.817,5",$8.950,-35%,https://jumboargentinaio.vtexassets.com/arquivos/ids/829321-500-auto?v=638581450334800000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/aceite-de-oliva-extra-virgen-pisi-bot-250-cc/p,aceites-y-vinagres,almacen
MENOYO,Aceto Balsámico Tradicional Menoyo 250 Ml,$2.450,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/679340-500-auto?v=637740885698130000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/aceto-balsamico-tradicional-menoyo-250-ml/p,aceites-y-vinagres,almacen
LA TOSCANA,Aceite De Oliva La Toscana Extra Virgen Con Oregano 250 Ml,"$8.807,5",$13.550,-35%,https://jumboargentinaio.vtexassets.com/arquivos/ids/555637-500-auto?v=637098169894500000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/aceite-de-oliva-la-toscana-extra-virgen-con-oregano-250-ml/p,aceites-y-vinagres,almacen
COWS PURE,Manteca Clarificada Cow´s Pure 300g,$6.550,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/636166-500-auto?v=637535809104430000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/manteca-clarificada-cow-s-pure-300g/p,aceites-y-vinagres,almacen
LA TOSCANA,Aceite De Oliva Pesto La Toscana 250 Ml,$13.550,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/817264-500-auto?v=638478636662000000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/aceite-de-oliva-pesto-la-toscana-250-ml/p,aceites-y-vinagres,almacen
OLIOVITA,Aceite De Oliva Oliovita Coratina,$20.000,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/568773-500-auto?v=637151736600230000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/aceite-de-oliva-oliovita-coratina/p,aceites-y-vinagres,almacen
KENKO,Kenko Vinagre De Arroz X 750ml,"$9.866,97",,,https://jumboargentinaio.vtexassets.com/arquivos/ids/801831-500-auto?v=638373341220700000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/kenko-vinagre-de-arroz-x-750ml/p,aceites-y-vinagres,almacen
ALTAVIA,Aceto Balsámico Altavia 250 Ml,$5.600,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/180916-500-auto?v=636383404440370000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/aceto-balsamico-altavia-250-ml/p,aceites-y-vinagres,almacen
MANTOVA,Aceite de coco spray MANTOVA 147 ml,$15.950,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/814787-500-auto?v=638460490278500000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/aceite-de-coco-spray-mantova-147-ml/p,aceites-y-vinagres,almacen
OLIOVITA,Aceite De Oliva Oliovita 1lt,$34.300,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/468568-500-auto?v=636680876084230000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/aceite-de-oliva-oliovita-1lt/p,aceites-y-vinagres,almacen
MENOYO,Vinagre De Vino Menoyo 1 L,$2.550,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/657924-500-auto?v=637637193166530000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/vinagre-de-vino-menoyo-1-l/p,aceites-y-vinagres,almacen
CUISINE & CO NBE MP,Aceite De Oliva Extra Virgen Cuisine-co 250 Ml,$9.700,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/752326-500-auto?v=638011210729170000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/aceite-de-oliva-extra-virgen-cuisine-co-250-ml/p,aceites-y-vinagres,almacen
DOS ANCLAS,Vinagre De Manzana Dos Anclas 1 L,$3.100,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/428067-500-auto?v=636495161280700000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/vinagre-de-manzana-dos-anclas-1-l/p,aceites-y-vinagres,almacen
MENOYO,Vinagre De Manzana Menoyo 500 Ml,$1.950,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/657923-500-auto?v=637637193162130000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/vinagre-de-manzana-menoyo-500-ml/p,aceites-y-vinagres,almacen
CASALTA,Vinagre De Vino Casalta 1 L,$2.550,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/567518-500-auto?v=637141369102030000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/vinagre-de-vino-casalta-1-l/p,aceites-y-vinagres,almacen
CASTELLO DE ARROZ,Vinagre Castello De Arroz 750 Ml,$8.000,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/177573-500-auto?v=636383351767300000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/vinagre-castello-de-arroz-750-ml/p,aceites-y-vinagres,almacen
CUISINE & CO NBE MP,Aceite De Oliva Organico Cuisine And Co 250 Ml,$7.800,$12.000,-35%,https://jumboargentinaio.vtexassets.com/arquivos/ids/797613-500-auto?v=638337586398570000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/aceite-de-oliva-organico-cuisine-and-co-250-ml/p,aceites-y-vinagres,almacen
MENOYO,Jugo De Limon Menoyo 250 Ml.,$1.000,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/657910-500-auto?v=637637193116500000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/jugo-de-limon-menoyo-250-ml/p,aceites-y-vinagres,almacen
MANTOVA,Aceite De Oliva E.virgen Trufa Negra Spray Man,$11.050,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/814806-500-auto?v=638463730256630000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/aceite-de-oliva-e-virgen-trufa-negra-spray-man/p,aceites-y-vinagres,almacen
SAN GIORGIO,Vinagre De Arroz San Giorgio 70 Ml,$3.050,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/825352-500-auto?v=638531297114770000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/vinagre-de-arroz-san-giorgio-70-ml/p,aceites-y-vinagres,almacen
FAVINCO,Vinagre De Vino Favinco Sin Tacc X 1l,$2.350,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/825354-500-auto?v=638531298225930000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/vinagre-de-vino-favinco-sin-tacc-x-1l-2/p,aceites-y-vinagres,almacen
COWS PURE,Manteca Clarificada Cow´s Pure 520g,$9.950,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/741168-500-auto?v=637997421839300000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/manteca-clarificada-cow-s-pure-520g/p,aceites-y-vinagres,almacen
FAVINCO,Vinagre De Manzana Favinco Sin Tacc X 1l,$2.950,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/825353-500-auto?v=638531297669270000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/vinagre-de-manzana-favinco-sin-tacc-x-1l-2/p,aceites-y-vinagres,almacen
FAVINCO,Vinagre De Vino Favinco 1300 Ml,$2.650,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/778431-500-auto?v=638179365852030000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/vinagre-de-vino-favinco-1300-ml/p,aceites-y-vinagres,almacen
DOS ANCLAS,Vinagre De Vino Dos Anclas 500 Ml,$1.550,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/180943-500-auto?v=636383404938670000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/vinagre-de-vino-dos-anclas-500-ml/p,aceites-y-vinagres,almacen
MENOYO,Aceto Reducción Frutos Del Bosque Menoyo 250 Ml,$3.600,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/657950-500-auto?v=637637193254900000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/aceto-reduccion-frutos-del-bosque-menoyo-250-ml/p,aceites-y-vinagres,almacen
MONINI,Aceto Balsámico Monini - Rosso 500 Ml,$4.450,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/501577-500-auto?v=636804534817070000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/aceto-balsamico-monini-rosso-500-ml/p,aceites-y-vinagres,almacen
GOD BLESS YOU,Mct Premium Spray God Bless You 125 Ml,$22.100,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/787050-500-auto?v=638240818108930000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/mct-premium-spray-god-bless-you-125-ml/p,aceites-y-vinagres,almacen
MANTOVA,Aceite Ghee Manteca Spray Mantova 200 Ml,$14.300,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/814811-500-auto?v=638463730272800000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/aceite-ghee-manteca-spray-mantova-200-ml/p,aceites-y-vinagres,almacen
CASALTA,Vinagre De Vino Casalta 1300 Ml,$2.850,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/778485-500-auto?v=638180160356570000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/vinagre-de-vino-casalta-1300-ml/p,aceites-y-vinagres,almacen
MENOYO,Aceto Reduccion Original Menoyo 250 Ml,$3.700,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/657949-500-auto?v=637637193251800000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/aceto-reduccion-original-menoyo-250-ml/p,aceites-y-vinagres,almacen
GOD BLESS YOU,Mct God Bless You 200 Ml,$23.950,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/787048-500-auto?v=638240818103300000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/mct-god-bless-you-200-ml/p,aceites-y-vinagres,almacen
MONINI,Aceto Balsámico Monini - Bianco 500 Ml,$4.450,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/488296-500-auto?v=636743946624970000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/aceto-balsamico-monini-bianco-500-ml/p,aceites-y-vinagres,almacen
TERRASANA,Vinagre Tinto Orgánico Terrasana 250 Ml,$7.050,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/765399-500-auto?v=638095666124830000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/vinagre-tinto-organico-terrasana-250-ml/p,aceites-y-vinagres,almacen
KROL,Aceite De Canola Y Oliva Virgen Krol 500 Ml,$9.500,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/205215-500-auto?v=636383678538400000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/aceite-de-canola-y-oliva-virgen-krol-500-ml/p,aceites-y-vinagres,almacen
MANTOVA,aceite sprays mantova,$13.300,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/814808-500-auto?v=638463730263900000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/aceite-de-oliva-extra-virgen-spray-mantova-200/p,aceites-y-vinagres,almacen
MANTOVA,Aceite De Oliva Extra Virgen Albahaca Spray Ma,$14.300,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/814807-500-auto?v=638463730259830000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/aceite-de-oliva-extra-virgen-albahaca-spray-ma/p,aceites-y-vinagres,almacen
LA ESPAÑOLA,Aceite La Española De Oliva Saborizada Guindilla 250 Cc,$6.565,$10.100,-35%,https://jumboargentinaio.vtexassets.com/arquivos/ids/422115-500-auto?v=636481026106270000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/aceite-la-espanola-de-oliva-saborizado-4/p,aceites-y-vinagres,almacen
KROL,Aceite De Canola Krol Virgen 500 Ml,$8.800,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/183598-500-auto?v=636383446813000000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/aceite-de-canola-krol-virgen-500-ml/p,aceites-y-vinagres,almacen
FAVINCO,Vinagre De Vino Sin Tacc Favinco 500 Ml,$1.500,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/665686-500-auto?v=637670794003500000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/vinagre-de-vino-sin-tacc-favinco-500-ml/p,aceites-y-vinagres,almacen
NATURA,Aderezo Mayonesa Natura 475 Gr,$1.902,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/685480-500-auto?v=637786569809200000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/aderezo-mayonesa-natura-475-gr/p,aderezos,almacen
HELLMANN´S,Mayonesa Liviana Hellmanns 475 Gr,$2.010,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/806740-500-auto?v=638403359100400000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/mayonesa-liviana-hellmanns-475-gr/p,aderezos,almacen
HELLMANN´S,Ketchup Hellmanns 500 Gr,$3.300,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/806728-500-auto?v=638403359054930000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/ketchup-hellmanns-500-gr/p,aderezos,almacen
SAVORA,Mostaza Original Savora 500 Gr,$2.000,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/806732-500-auto?v=638403359070400000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/mostaza-original-savora-500-gr/p,aderezos,almacen
HELLMANN´S,Mayonesa Clasica Hellmann's 950 Gr,$3.760,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/806715-500-auto?v=638403359004800000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/mayonesa-clasica-hellmann-s-950-gr/p,aderezos,almacen
NATURA,Aderezo Mayonesa Natura 950 Gr,$3.698,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/685487-500-auto?v=637786569836630000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/aderezo-mayonesa-natura-950-gr/p,aderezos,almacen
HELLMANN´S,Mayonesa Clasica Hellmanns 475 Gr,$2.050,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/806713-500-auto?v=638403358986700000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/mayonesa-clasica-hellmanns-475-gr/p,aderezos,almacen
HEINZ,Ketchup Heinz 397 Gr,$4.350,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/554966-500-auto?v=637092978921270000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/ketchup-heinz-397-gr/p,aderezos,almacen
HELLMANN´S,Mayonesa Liviana Hellmanns 950 Gr,$3.800,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/806741-500-auto?v=638403359103670000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/mayonesa-liviana-hellmanns-950-gr/p,aderezos,almacen
HELLMANN´S,Ketchup Hellmanns 250 Gr,$1.771,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/806723-500-auto?v=638403359036430000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/ketchup-hellmanns-250-gr/p,aderezos,almacen
HEINZ,Mayonesa Heinz 350 Gr,$1.950,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/554975-500-auto?v=637092978957270000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/mayonesa-heinz-350-gr/p,aderezos,almacen
SAVORA,Mostaza Original Savora 250 Gr,$1.120,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/806733-500-auto?v=638403359074100000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/mostaza-original-savora-250-gr/p,aderezos,almacen
MAYOLIVA,Aderezo Mayonesa Mayoliva 455 Gr,$3.700,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/182239-500-auto?v=636383427273300000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/aderezo-mayonesa-mayoliva-455-gr/p,aderezos,almacen
HEINZ,Mayonesa Light Heinz 350 Gr,$2.500,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/555032-500-auto?v=637092979183430000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/mayonesa-light-heinz-350-gr/p,aderezos,almacen
NATURA,Ketchup Natura 500 Gr,$2.410,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/200473-500-auto?v=636383621833370000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/ketchup-natura-500-gr/p,aderezos,almacen
NATURA,Salsa Golf Natura 250 Gr,$1.200,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/191230-500-auto?v=636383519437230000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/salsa-golf-natura-250-gr/p,aderezos,almacen
NATURA,Aderezo Mayonesa Natura 237 Gr,$1.050,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/685483-500-auto?v=637786569822200000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/aderezo-mayonesa-natura-237-gr/p,aderezos,almacen
NATURA,Mostaza Natura 250 Gr,$850,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/453534-500-auto?v=636591018326700000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/mostaza-natura-250-gr/p,aderezos,almacen
HELLMANN´S,Salsa Barbacoa Hellmanns 500 Gr,$3.150,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/806711-500-auto?v=638403358980230000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/salsa-barbacoa-hellmanns-500-gr/p,aderezos,almacen
NATURA,Aderezo Ketchup Natura 250 Gr,$1.250,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/191221-500-auto?v=636383519375430000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/aderezo-ketchup-natura-250-gr/p,aderezos,almacen
NATURA,Mostaza Natura 500 Gr,$1.600,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/193361-500-auto?v=636383542617900000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/mostaza-natura-500-gr/p,aderezos,almacen
DANICA,Ketchup Danica 220 Gr,$1.050,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/789953-500-auto?v=638270193878200000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/ketchup-danica-220-gr/p,aderezos,almacen
HELLMANN´S,Mayonesa Hellmanns Liviana 320 Gr,$2.500,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/806742-500-auto?v=638403359106970000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/mayonesa-hellmanns-liviana-320-gr/p,aderezos,almacen
HELLMANN´S,Ketchup Hellmanns 400 Gr,$4.550,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/806722-500-auto?v=638403359033300000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/ketchup-hellmanns-400-gr/p,aderezos,almacen
LA CAMPAGNOLA,Mayonesa La Campagnola 500 Gr,$1.700,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/755030-500-auto?v=638023089684000000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/mayonesa-la-campagnola-500-gr/p,aderezos,almacen
KANSAS,Salsa Barbacoa Kansas 455 Gr,$4.200,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/692164-500-auto?v=637819401757400000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/salsa-barbacoa-kansas-455-gr/p,aderezos,almacen
HEINZ,Ketchup Heinz Doy-pack 190gr,$2.300,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/555017-500-auto?v=637092979123530000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/ketchup-heinz-doy-pack-190gr/p,aderezos,almacen
DANICA,Salsa Barbacoa Danica X220g,$1.050,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/789961-500-auto?v=638270193901300000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/salsa-barbacoa-danica-x220g/p,aderezos,almacen
HELLMANN´S,Salsa Golf Hellmanns 250 Gr,$1.900,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/806762-500-auto?v=638403359171270000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/salsa-golf-hellmanns-250-gr/p,aderezos,almacen
